208	ath1000.fasta_00393
209	ath1000.fasta_00551
210	ath1000.fasta_00413
211	ath1000.fasta_00414
212	ath1000.fasta_00425
213	ath1000.fasta_00847
214	ath1000.fasta_00673
215	ath1000.fasta_00426
216	ath1000.fasta_00509
217	ath1000.fasta_00553
218	ath1000.fasta_00436
219	ath1000.fasta_00653
220	ath1000.fasta_00447
221	ath1000.fasta_00448
222	ath1000.fasta_00450
223	ath1000.fasta_00451
224	ath1000.fasta_00452
225	ath1000.fasta_00467
226	ath1000.fasta_00619
227	ath1000.fasta_00474
228	ath1000.fasta_00492
229	ath1000.fasta_00480
230	ath1000.fasta_00481
231	ath1000.fasta_00534
232	ath1000.fasta_00483
233	ath1000.fasta_00587
234	ath1000.fasta_00486
235	ath1000.fasta_00634
236	ath1000.fasta_00488
237	ath1000.fasta_00493
238	ath1000.fasta_00715
239	ath1000.fasta_00503
240	ath1000.fasta_00504
241	ath1000.fasta_00506
242	ath1000.fasta_00507
243	ath1000.fasta_00512
244	ath1000.fasta_00618
245	ath1000.fasta_00565
246	ath1000.fasta_00776
247	ath1000.fasta_00521
248	ath1000.fasta_00834
249	ath1000.fasta_00522
250	ath1000.fasta_00523
251	ath1000.fasta_00536
252	ath1000.fasta_00537
253	ath1000.fasta_00542
254	ath1000.fasta_00623
255	ath1000.fasta_00543
256	ath1000.fasta_00574
257	ath1000.fasta_00547
258	ath1000.fasta_00575
259	ath1000.fasta_00544
260	ath1000.fasta_00545
261	ath1000.fasta_00549
262	ath1000.fasta_00550
263	ath1000.fasta_00557
264	ath1000.fasta_00836
265	ath1000.fasta_00913
266	ath1000.fasta_00566
267	ath1000.fasta_00951
268	ath1000.fasta_00569
269	ath1000.fasta_00570
270	ath1000.fasta_00769
271	ath1000.fasta_00768
272	ath1000.fasta_00767
273	ath1000.fasta_00637
274	ath1000.fasta_00717
275	ath1000.fasta_00640
276	ath1000.fasta_00641
277	ath1000.fasta_00678
278	ath1000.fasta_00683
279	ath1000.fasta_00684
280	ath1000.fasta_00999
281	ath1000.fasta_00686
282	ath1000.fasta_00689
283	ath1000.fasta_00687
284	ath1000.fasta_00688
285	ath1000.fasta_00694
286	ath1000.fasta_00695
287	ath1000.fasta_00709
288	ath1000.fasta_00728
289	ath1000.fasta_00710
290	ath1000.fasta_00727
291	ath1000.fasta_00981
292	ath1000.fasta_00725
293	ath1000.fasta_00772
294	ath1000.fasta_00732
295	ath1000.fasta_00741
296	ath1000.fasta_00742
297	ath1000.fasta_00743
298	ath1000.fasta_00749
299	ath1000.fasta_00751
300	ath1000.fasta_00750
301	ath1000.fasta_00752
302	ath1000.fasta_00758
303	ath1000.fasta_00760
304	ath1000.fasta_00761
305	ath1000.fasta_00762
306	ath1000.fasta_00797
307	ath1000.fasta_00798
308	ath1000.fasta_00799
309	ath1000.fasta_00877
310	ath1000.fasta_00843
311	ath1000.fasta_00844
312	ath1000.fasta_00846
313	ath1000.fasta_00858
314	ath1000.fasta_00859
315	ath1000.fasta_00893
316	ath1000.fasta_00894
317	ath1000.fasta_00905
318	ath1000.fasta_00907
319	ath1000.fasta_00906
320	ath1000.fasta_00908
321	ath1000.fasta_00909
322	ath1000.fasta_00910
323	ath1000.fasta_00919
324	ath1000.fasta_00931
325	ath1000.fasta_00954
326	ath1000.fasta_00957
327	ath1000.fasta_00955
328	ath1000.fasta_00960
329	ath1000.fasta_00961
330	ath1000.fasta_00974
331	ath1000.fasta_00975
